,source,target,distance
311,45,258,0.08436287684564746
312,45,66,0.08855018116154259
313,46,15,0.07531776306997949
314,47,269,0.04110137024628384
315,47,461,0.043206969645752415
316,47,772,0.053017619846558436
317,47,263,0.06444304279810315
318,47,908,0.07602751884120046
319,47,878,0.08238892536734269
320,48,860,0.06623275331485629
321,48,456,0.0790402740300846
322,49,309,0.0036502154177579546
323,49,508,0.0077149881149041095
324,49,446,0.01857126125000376
325,49,348,0.047764667271131794
326,49,915,0.05680423736959524
327,49,319,0.056812443577282136
328,49,77,0.06998846911136711
329,49,200,0.07070112875319554
330,49,913,0.08501510383099002
331,50,705,0.007919952155083905
332,50,192,0.06351206550418576
333,51,677,0.01601927576775245
334,51,973,0.016999920331571647
335,51,275,0.03693833628988797
336,52,303,0.047819192521700866
337,52,318,0.061182233664597026
338,52,353,0.07839262005424028
339,53,350,0.039691023555405255
340,53,409,0.06411447323569303
341,53,21,0.0791099616820799
342,54,975,0.018801196329625777
343,54,653,0.05571153693222895
344,54,669,0.06180705959954686
345,54,308,0.06689059497156796
346,54,846,0.07055411397736092
347,56,557,0.011076155030636959
348,56,314,0.03452437818148721
349,56,300,0.034641119715518226
350,56,447,0.04099125865174416
351,56,336,0.04144962260421775
352,56,1021,0.042730271945008794
353,56,299,0.0577390672689928
354,56,200,0.060969808326292604
355,56,398,0.07294008742404758
356,56,808,0.07783807170903434
357,56,601,0.08303281028369025
358,56,472,0.08333967660796109
359,56,204,0.08726715877812052
360,57,942,0.0315396684564499
361,57,210,0.03918047004511822
362,57,76,0.06111142556453692
363,57,298,0.08906682631590497
364,58,832,0.0030021678947945566
365,58,750,0.04744886186899784
366,58,357,0.06887613794050688
367,58,952,0.07671636689456744
368,58,244,0.07837148997549565
369,58,391,0.08651109902120444
370,59,651,0.006682334398339372
371,59,825,0.024081006636618486
372,59,873,0.07094737465544954
373,60,351,0.001295910473766718
374,60,853,0.005762804565581081
375,60,641,0.012764730434862872
376,60,917,0.017621198778967524
377,60,135,0.026152764383188237
378,60,688,0.02699615142801975
379,60,560,0.04332672189468412
380,60,622,0.05384801747398481
381,60,122,0.06319817706848341
382,60,175,0.06665742363750086
383,60,684,0.08550756780372928
384,61,524,0.06140977057703308
385,61,761,0.077807004528053
386,61,708,0.08018252838320812
387,62,1020,0.012372379488258332
388,62,678,0.0784805697518906
389,62,341,0.08529703668772569
390,64,721,0.029582165609440266
391,64,569,0.0711891832675382
392,64,816,0.07429670039322459
393,64,476,0.08294620416762985
394,65,632,0.0568042569066006
395,66,45,0.08855018116154259
396,67,82,0.02063737986249672
397,67,449,0.04978339453794405
398,67,790,0.06418733339641583
399,67,861,0.07302851089868678
400,68,753,0.003887517944542042
401,68,579,0.029004504164899796
402,68,230,0.03423141686928565
403,68,814,0.03828521358287662
404,68,999,0.048447921500502644
405,68,835,0.055761771086652416
406,68,699,0.056630207969389126
407,68,980,0.059890158374588276
408,68,325,0.060508599814937405
409,68,619,0.06396217308176613
410,68,554,0.07125564929389781
411,68,879,0.07196640438271479
412,68,795,0.07465269360258264
413,68,252,0.07623912681978127
414,68,12,0.08200993298931372
415,69,152,0.013553573125777136
416,69,887,0.020811828443308207
417,69,43,0.04007114993127534
418,69,535,0.05513602180860626
419,69,254,0.05595585034897597
420,69,845,0.05953211447949341
421,70,698,0.021229438215067984
422,70,720,0.032681376334240425
423,70,407,0.044650721484467054
424,70,273,0.04997145883456743
425,70,682,0.05446128494253695
426,70,939,0.07466781706856339
427,71,673,0.002666563322563982
428,71,834,0.0242146698848065
429,71,399,0.045779130426803046
430,71,708,0.047775220957819206
431,71,517,0.0759334008289745
432,72,185,0.043761346935054
433,72,1009,0.056504334721537555
434,72,228,0.06521096457959895
435,72,373,0.07896482939031871
436,72,476,0.08497208886097779
437,73,122,0.015383204002713565
438,73,533,0.02240407847675207
439,73,175,0.02971500698500165
440,73,936,0.0460305149378909
441,73,560,0.04697931395893359
442,73,135,0.07263160545270095
443,74,880,0.03499872332908701
444,74,157,0.046429489299684976
445,74,829,0.06773149601933122
446,74,165,0.0703717339135932
447,74,976,0.0750918359140769
448,75,243,0.029486817921387375
449,75,847,0.03788455922332015
450,75,95,0.04164382292182893
451,75,767,0.055423105119333606
452,75,609,0.059248439616084475
453,75,540,0.0625474174430938
454,75,831,0.06474572482413063
455,75,957,0.08926699928641287
456,76,649,0.03336013607249303
457,76,57,0.06111142556453692
458,76,210,0.08535146904417776
459,77,913,0.015084115907621796
460,77,919,0.039382752471969304
461,77,997,0.04324644733840169
462,77,200,0.05605177482897177
463,77,508,0.062233750719340133
464,77,309,0.06537575427305857
465,77,398,0.0657302130396998
466,77,49,0.06998846911136711
467,77,315,0.07325749950360566
468,77,250,0.07803043180241494
469,77,446,0.07923883585777487
470,78,332,0.04192059810364475
471,78,896,0.05623760672378475
472,78,153,0.08063563916572106
473,78,912,0.08786654759955198
474,79,370,0.03202659052598358
475,79,1001,0.04093473989753237
476,79,901,0.04541670133152529
477,79,921,0.05053218871277345
478,79,1002,0.0715693659377982
479,79,589,0.07787341957925852
480,80,943,0.0814098142065515
481,81,755,0.011746575551728259
482,81,424,0.054180141564793866
483,81,959,0.0648146625005809
484,81,518,0.06745092445641104
485,81,984,0.08180418095563144
486,81,719,0.08595996025123712
487,82,67,0.02063737986249672
488,82,790,0.06210774410488637
489,82,449,0.07404898128985109
490,82,861,0.08861657314212151
491,83,178,0.0017059463854238778
492,83,151,0.005213437467666022
493,83,728,0.011541720050701173
494,83,483,0.012748154956938864
495,83,352,0.017472641774116303
496,83,196,0.02030572469038043
497,83,415,0.021228202546463428
498,83,411,0.025130063526084906
499,83,787,0.027627481142055033
500,83,297,0.0388403444748647
501,83,519,0.03941450658930346
502,83,946,0.040287348775674484
503,83,321,0.04085969953279112
504,83,991,0.04383081503413193
505,83,656,0.05379212375638212
506,83,727,0.05882978974213332
507,83,205,0.05912826442447572
508,83,193,0.07000767971506636
509,83,477,0.08348689933430986
510,83,877,0.08664748624194481
511,83,620,0.0893169701983815
512,84,507,0.015161989118003339
513,84,968,0.03440742867883286
514,84,273,0.052628341237723045
515,84,720,0.086336736231183
516,85,950,0.000879563718300748
517,85,645,0.07313070773825507
518,86,773,0.02771496163682248
519,86,132,0.028835714319471642
520,86,90,0.040915807623110215
521,86,531,0.06677041740021131
522,86,287,0.07213101004822887
523,86,980,0.08254564980367596
524,86,739,0.08258800178284113
525,87,188,0.016641287444058267
526,87,44,0.04387881785512629
527,87,731,0.06211672176322503
528,87,274,0.06483131142007319
529,88,473,0.016606779458979662
530,88,262,0.03748830401396955
531,88,844,0.05019586847556538
532,89,390,0.003439902268976513
533,89,277,0.07814654043862987
534,89,510,0.08870589276517263
535,90,773,0.005202246964817804
536,90,86,0.040915807623110215
537,91,635,0.029238974314841546
538,91,704,0.04686833401169803
539,91,900,0.07228293636758389
540,91,436,0.08295326863951474
541,91,870,0.08823255586051032
542,92,19,0.03729316899432951
543,92,437,0.038192518452727815
544,92,492,0.04518359411451961
545,92,313,0.049537712649611515
546,92,546,0.0707350396637221
547,92,709,0.07941112250629673
548,92,144,0.08498158878697132
549,93,477,0.012959846020535706
550,93,727,0.020485218862596567
551,93,205,0.02272001554878584
552,93,411,0.030323955473287
553,93,656,0.04096345100389965
554,93,946,0.044946068896451176
555,93,297,0.055784203804978505
556,93,352,0.06504488645428963
557,93,752,0.06984116645191374
558,93,483,0.07903190586610014
559,93,415,0.08288320318952463
560,93,991,0.08472158597546145
561,94,331,0.03987687321000192
562,94,268,0.06903805166397844
563,94,444,0.07355915687241515
564,94,798,0.07469412947176021
565,94,888,0.0819165490322904
566,95,847,0.0018479029121994468
567,95,957,0.009665045831007565
568,95,243,0.01123966212677776
569,95,540,0.03488357867112965
570,95,75,0.04164382292182893
571,95,420,0.08000165772091905
572,95,760,0.0806006450582813
573,95,970,0.081026150871861
574,95,713,0.08377982596057795
575,95,367,0.08716304405151626
576,95,675,0.08931790204567858
577,96,804,0.014298828591802818
578,96,647,0.031585572876682025
579,97,126,0.017017091364574508
580,97,874,0.035609169726232695
581,97,468,0.05584141790540936
582,97,870,0.0592225678991631
583,98,233,0.038413824056187006
584,98,2,0.044600628552206506
585,98,209,0.06247498870801486
586,98,638,0.08072488235347247
587,99,39,0.006583414056164296
588,99,768,0.015178233937425395
589,99,128,0.019807380640322447
590,99,18,0.03331664137497391
591,99,543,0.034748727331980256
592,99,326,0.03654011999664553
593,99,806,0.037429856490810945
594,99,736,0.03972961614082174
595,99,270,0.047829770207209105
596,99,427,0.04990153911792142
597,99,30,0.055484419451351755
598,99,985,0.06358709720889448
599,99,643,0.07646369528517352
600,99,588,0.08031853218057884
601,99,593,0.0864151635512077
602,100,511,0.031903143950134695
603,100,241,0.08867227346140578
604,101,224,0.045304060615005325
605,101,886,0.06855974958102191
606,101,929,0.07292561218311765
607,101,754,0.08603818557484319
608,101,523,0.08810385284283444
609,102,903,0.06685359980614212
610,102,992,0.075132037177782
611,102,207,0.08240018911926263
612,102,701,0.08604712612538333
613,103,607,0.014612814892838905
614,103,730,0.02599570760422264
615,103,575,0.027622558187263814
616,103,690,0.028985562343862938
617,103,871,0.04237821482804136
618,103,598,0.045823726511145066
619,103,735,0.046743841659525574
620,103,256,0.0493181998689559
621,103,602,0.06190078136521042
622,103,785,0.06706163151444189
623,103,664,0.07224503140929611
624,103,521,0.07934736754110874
625,103,910,0.08195888481152888
626,103,418,0.08594786283526554
627,104,431,0.07043289647167159
628,104,751,0.08978681765774363
629,105,611,0.03061918133917565
630,105,301,0.05435736659653941
631,105,1010,0.07290089106113073
632,106,25,0.035420255035021046
633,107,691,0.0309017218638132
634,107,784,0.05481562245345906
635,107,917,0.06196689637171583
636,107,684,0.08007831958035136
637,107,560,0.089773193546928
638,108,541,0.05070132652078996
639,108,726,0.08498222379283425
640,109,231,0.003354697625939768
641,109,442,0.006491252536459175
642,109,349,0.028626282424226178
643,109,402,0.051788091008061796
644,109,864,0.06785292421432962
645,109,970,0.0795105443138378
646,109,159,0.08503821137703409
647,110,799,0.04974245175673698
648,110,382,0.0778801685776817
649,111,306,0.007195827053749069
650,112,505,0.0797240603866996
651,113,967,0.010314189640053175
652,113,235,0.023907986823614995
653,113,561,0.05105186589155483
654,113,324,0.07796970582601959
655,114,137,0.016564286769760024
656,114,683,0.03383359526491446
657,114,986,0.05575307248423539
658,114,767,0.08556751247884073
659,115,413,0.0029489606898450904
660,115,990,0.021102872238029084
661,115,380,0.03213762819624988
662,115,921,0.037001892045571236
663,115,1002,0.050684969898513114
664,115,254,0.05264445616176683
665,115,1001,0.05713173567602181
666,115,43,0.060386310970644355
667,115,152,0.06509200288502798
668,116,819,0.0197181255664267
669,116,479,0.023871945696046417
670,116,610,0.05932061085908748
671,116,706,0.07699535668553853
672,117,993,0.06050438762248189
673,117,890,0.06428897448525236
674,117,1023,0.07771511860177491
675,117,746,0.0790605895434684
676,117,873,0.0896343457186794
677,118,388,0.0010970769285537658
678,118,227,0.0022614281171367896
679,118,454,0.002387230475801631
680,118,445,0.003907607549451621
681,118,420,0.005508535973542122
682,118,286,0.007886780683487799
683,118,935,0.008622036830036935
684,118,9,0.009013997986434728
685,118,696,0.009844816602729952
686,118,367,0.01014441925708757
687,118,628,0.014621375418600169
688,118,713,0.015098487437993795
689,118,775,0.01769911727133433
690,118,675,0.021657567096967992
691,118,781,0.025816695598789113
692,118,194,0.029438097924653465
693,118,215,0.03371328844750782
694,118,36,0.040173811564506806
695,118,760,0.04605947158247531
696,118,319,0.05186154127967171
697,118,1014,0.05845416098319815
698,118,1,0.0791538901245528
699,118,243,0.08311842192702992
700,118,601,0.08782674116772833
701,118,744,0.08915896019395493
702,119,226,0.058724452898530566
703,119,478,0.06592050664790235
704,119,407,0.07606129002872933
705,119,174,0.08028219667507404
706,120,361,0.04081522727073424
707,120,15,0.0821064903197733
708,120,513,0.08313517054598402
709,120,134,0.08490558594391853
710,120,389,0.08604405641334242
711,121,293,0.087260032106631
712,121,364,0.08919156012873468
713,122,73,0.015383204002713565
714,122,175,0.043324019278219605
715,122,560,0.05134682644217133
716,122,135,0.0534157054848564
717,122,533,0.05601164591393203
718,122,351,0.05851469107055017
719,122,60,0.06319817706848341
720,122,688,0.07201236219258146
721,122,853,0.07457812810379544
722,122,936,0.08425680681504184
723,123,143,0.07304656555437618
724,124,238,0.06615517598526932
725,124,830,0.08752115269839153
726,125,778,0.013604154316588126
727,125,37,0.027660915302777467
728,125,790,0.030423037248283588
729,125,449,0.050800707297997544
730,125,837,0.066358782883868
731,126,874,0.008017314840094903
732,126,97,0.017017091364574508
733,126,870,0.07462930151328756
734,126,965,0.07863546549867215
735,126,667,0.08546499472010662
736,126,468,0.08549944849525512
737,127,732,0.014454394837679772
738,127,357,0.02685896348085804
739,127,497,0.06576146084494278
740,128,39,0.0064102699507846035
741,128,99,0.019807380640322447
742,128,768,0.03257692217744061
743,128,18,0.034777132328500424
744,128,427,0.03554587395022547
745,128,543,0.04988416566169554
746,128,643,0.05544105181531193
747,128,806,0.06451344152959194
748,128,928,0.08764143181444554
749,128,30,0.08944317256723737
750,129,449,0.02714942177534381
751,129,353,0.043758494932205766
752,129,790,0.04759028101464167
753,129,164,0.04811915776734585
754,130,532,0.010705844667744855
755,130,258,0.012440116096779651
756,130,668,0.02521649963080741
757,130,10,0.02657519798263281
758,130,45,0.04231062257117804
759,130,478,0.0641959678622801
760,130,469,0.07290403956826258
761,130,459,0.07984051876255972
762,131,170,0.00885559629395366
763,131,491,0.011263673534759655
764,131,638,0.025276648893839716
765,131,945,0.026355239646790162
766,131,2,0.02974963103325706
767,131,629,0.03165280364477123
768,131,41,0.06506081364198785
769,131,706,0.06562605945402449
770,131,209,0.07824977684647674
771,131,233,0.08431368897799409
772,132,287,0.013810250635091061
773,132,86,0.028835714319471642
774,132,762,0.05765371940490245
775,133,604,0.0674449403358092
776,134,389,0.014666546700062528
777,134,288,0.07088771938458727
778,134,766,0.07678381410885625
779,134,120,0.08490558594391853
780,135,351,0.018881086034108915
781,135,560,0.022408764214854594
782,135,60,0.026152764383188237
783,135,917,0.028747458849660627
784,135,784,0.04786541376294688
785,135,853,0.047908458633408764
786,135,175,0.0491600284918309
787,135,691,0.0498789034346225
788,135,622,0.050452620477329846
789,135,122,0.0534157054848564
790,135,936,0.05542794863403743
791,135,641,0.06219518475065785
792,135,73,0.07263160545270095
793,135,533,0.07627667746999447
794,135,688,0.08066730953370695
795,135,684,0.08077032498782107
796,136,666,0.020646529016194442
797,136,285,0.023844248021254497
798,136,383,0.035011718884689944
799,136,22,0.06908303391197926
800,137,683,0.01427803435927992
801,137,114,0.016564286769760024
802,137,986,0.045211335544572545
803,137,742,0.07720480973945551
804,138,169,0.05464089717989252
805,139,992,0.018010108102652758
806,139,145,0.037600473767414516
807,139,156,0.06884677063432496
808,139,797,0.07689488284426413
809,140,406,0.08836168346840398
810,141,979,0.007221821298844024
811,141,920,0.01510514641082037
812,141,859,0.019880306410716708
813,141,593,0.02937529888001934
814,141,590,0.05567671190349924
815,141,543,0.05734776812325587
816,141,817,0.08732171033944401
817,142,527,0.01815916337502307
818,142,509,0.05449124954638927
819,142,934,0.06794567815774302
820,142,330,0.0888078544978173
821,143,123,0.07304656555437618
822,144,709,0.025338516422876937
823,144,423,0.026623905669025963
824,144,655,0.032691444083642884
825,144,246,0.046382414654529455
826,144,514,0.04922347263808864
827,144,603,0.05459485070755339
828,144,401,0.06511476550133376
829,144,21,0.06719361161636297
830,144,201,0.07860999155973232
831,144,92,0.08498158878697132
832,145,139,0.037600473767414516
833,145,992,0.053432017716906165
834,145,346,0.06802502951561626
835,146,660,0.011093760354106667
836,146,257,0.034979042128691205
837,146,264,0.03696108207116583
838,146,972,0.03885534118887386
839,146,982,0.04179354149308836
840,146,457,0.07555468605915205
841,146,927,0.08551368573409714
842,146,809,0.08951634215433558
843,146,339,0.08986574619527042
844,147,650,0.006574516355308373
845,147,782,0.04158162445520664
846,148,771,0.0061615963966862135
847,148,261,0.006712335747400635
848,148,26,0.013859352173568361
849,148,855,0.01867848708062356
850,148,918,0.024431462339391294
851,148,634,0.02627786646796374
852,148,697,0.026844679661847837
853,148,295,0.03452423394157502
854,148,884,0.040189829640495334
855,148,342,0.06178294151701955
856,148,385,0.06561584546957676
857,148,166,0.07137114239888467
858,148,867,0.07349514274304453
859,148,544,0.07563561805246503
860,148,686,0.07577362418304595
861,148,606,0.07789951200669328
862,148,962,0.086834115240539
863,149,520,0.02387085478758148
864,149,670,0.08006900038328019
865,150,421,0.005353079806980354
866,150,1023,0.05873865302638201
867,150,849,0.06414624049922642
868,151,178,0.0014750155284603572
869,151,83,0.005213437467666022
870,151,352,0.007639385924127908
871,151,415,0.010310018405774455
872,151,196,0.01352641110687463
873,151,728,0.02073096081666134
874,151,483,0.023324362759608093
875,151,787,0.023975111767370494
876,151,321,0.024825913806525303
877,151,411,0.02592807669692366
878,151,297,0.026486356685792783
879,151,946,0.02827857077224865
880,151,519,0.05127014231379397
881,151,205,0.05280160468226744
882,151,193,0.05332046035360116
883,151,991,0.061835461693274876
884,151,727,0.07544156906943193
885,151,656,0.07626335064166144
886,152,887,0.01175210009519641
887,152,69,0.013553573125777136
888,152,43,0.01566372220988093
889,152,254,0.023261475946576682
890,152,535,0.036445581610655434
891,152,589,0.03962128912869223
892,152,845,0.04463613377740165
893,152,115,0.06509200288502798
894,152,1001,0.06528289893931687
895,152,413,0.06564233171647635
896,152,802,0.07729734801569436
897,152,692,0.07805172730612664
898,152,370,0.08540547831000535
899,153,530,0.03240325906151227
900,153,419,0.05165962202572327
901,153,642,0.05388450516510983
902,153,731,0.0730572937125144
903,153,78,0.08063563916572106
904,155,722,0.01917665588957551
905,155,954,0.03352711843178552
906,155,577,0.05167686747506537
907,156,797,0.054956015163114894
908,156,211,0.0647384329326339
909,156,139,0.06884677063432496
910,156,969,0.0835001104597276
911,156,965,0.08875890008585507
912,157,827,0.02224372611556641
913,157,74,0.046429489299684976
914,157,880,0.048652538872456845
915,157,829,0.0691768857528512
916,158,741,0.07058152738795351
917,159,765,0.002340273205512819
918,159,744,0.007227065291898889
919,159,548,0.009301240685560142
920,159,601,0.014261684930883733
921,159,299,0.023414229767411303
922,159,758,0.03223699669342625
923,159,1014,0.03316573518031056
924,159,775,0.037697390329705864
925,159,628,0.04095453031733056
926,159,713,0.04184245466369102
927,159,935,0.05511753409881702
928,159,367,0.05554323118143013
929,159,36,0.0568525543190649
